# Target Sample Rate: 100 Hz
# Max Device Sample Rate: 100 Hz
# Recording started at: 2026-04-25 23:10:37.091
time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
467.305202,1.2431,1.3809,-0.3182,1.89
467.324453,0.6919,1.1657,-0.2880,1.39
467.324625,0.1280,1.0124,-0.8196,1.31
467.344117,0.3381,0.5005,0.0227,0.60
467.344317,0.0956,0.1497,-0.1955,0.26
467.350497,0.0976,-0.1560,-0.2976,0.35
467.367012,0.3233,-0.2355,0.0661,0.41
467.370243,0.0002,0.0020,-0.1863,0.19
467.385952,-0.1068,0.2675,-0.5890,0.66
467.405081,0.5225,0.1905,0.1016,0.57
467.405174,0.6389,0.2493,-0.3010,0.75
467.424509,0.6907,0.3950,-0.3693,0.88
467.424640,0.3274,0.3916,-0.1840,0.54
467.443665,-0.4747,0.3395,-0.3101,0.66
467.443810,-0.4463,0.5483,-0.1271,0.72
467.450823,-0.2967,0.3058,-0.2452,0.49
467.463863,-0.2920,-0.0681,-0.1696,0.34
467.469559,-0.2918,0.0347,0.0021,0.29
467.483646,0.2143,-0.1173,0.0116,0.24
467.490706,-0.2796,-0.0858,0.0514,0.30
467.503195,-0.2586,0.0267,0.0844,0.27
467.522693,-0.5485,0.0766,-0.0916,0.56
467.522857,-0.8151,0.2702,-0.7387,1.13
467.542337,-0.8714,0.3896,-0.7304,1.20
467.542511,-0.9698,0.5418,-0.9097,1.44
467.562016,-1.1879,0.4780,-0.8690,1.55
467.562161,-1.0366,0.2526,-0.6176,1.23
467.570365,-1.1512,0.0188,-0.5206,1.26
467.581364,-1.2812,-0.1303,-0.3845,1.34
467.590613,-1.2494,-0.2156,-0.0198,1.27
467.600674,-1.1173,-0.1953,0.2060,1.15
467.620297,-0.7239,-0.3488,0.3970,0.90
467.620423,-1.2144,-0.3993,0.1286,1.28
467.639491,-1.0523,-0.2632,0.3129,1.13
467.640152,-1.0140,-0.0428,0.0814,1.02
467.658820,-0.8189,0.4639,-0.1334,0.95
467.678168,-0.6677,0.8535,-0.4627,1.18
467.691020,-0.0514,1.8720,0.6533,1.98
467.700471,6.3380,1.7378,9.1295,11.25
467.719859,0.5078,3.5139,5.1486,6.25
467.720031,1.4817,3.6525,4.9205,6.30
467.739124,1.4892,3.7583,5.1559,6.55
467.740119,0.3036,-3.7334,-6.5709,7.56
467.758322,-1.7696,-0.9751,0.5817,2.10
467.777796,0.0157,0.8653,3.4562,3.56
467.777994,1.5462,3.4386,4.0787,5.55
467.780457,1.9966,2.9654,2.2942,4.25
467.797444,0.9459,1.1621,0.3069,1.53
467.802453,0.1821,1.1803,-0.0933,1.20
467.823528,-0.2925,1.1230,0.5343,1.28
467.823626,-0.1518,1.3614,0.8760,1.63
467.847808,0.0051,1.2554,0.5597,1.37
467.847891,0.3711,0.8770,0.3900,1.03
467.850335,0.9582,0.4426,1.0971,1.52
467.867760,1.4315,0.1331,1.5758,2.13
467.870108,1.8484,-0.2292,1.4146,2.34
467.887831,1.9683,-0.4952,1.3379,2.43
467.890430,1.9378,-1.1731,1.0805,2.51
467.907870,1.6565,-1.2067,1.0585,2.31
467.928970,1.4165,-0.8067,1.1245,1.98
467.940990,1.4965,-0.7340,1.2155,2.06
467.950656,1.5247,-0.9352,0.9836,2.04
467.970064,1.4985,-1.0014,0.7707,1.96
467.970887,1.0727,-0.9275,0.2623,1.44
467.990115,0.9789,-0.6645,0.4014,1.25
467.990224,1.0605,-0.4559,0.2736,1.19
468.010991,1.0702,-0.4721,0.0318,1.17
468.011651,0.9199,-0.6240,-0.5604,1.24
468.033319,0.9424,-0.7792,-0.1910,1.24
468.033421,-0.0193,-0.9076,-0.3021,0.96
468.054113,-0.1556,-0.8757,-0.1554,0.90
468.054207,-0.1695,-0.9633,-0.3469,1.04
468.077589,0.2148,-1.0317,0.0030,1.05
468.077772,-0.1115,-1.0030,-0.4499,1.10
468.080388,-0.2003,-0.7659,-0.4209,0.90
468.090380,-0.3700,-0.8184,-0.3129,0.95
468.099570,-0.1240,-1.0086,0.0788,1.02
468.117898,-0.6263,-1.0974,-0.0924,1.27
468.119922,-0.5778,-0.9144,0.3187,1.13
468.137436,-0.0762,-0.7892,0.5758,0.98
468.140191,-0.0091,-0.5103,0.2826,0.58
468.156741,-0.1926,-0.1785,0.1502,0.30
468.176249,-0.1106,0.2062,0.4711,0.53
468.176409,-0.1883,0.1239,0.4012,0.46
468.195542,0.0617,1.0140,0.4623,1.12
468.195735,0.3853,1.1920,0.4339,1.33
468.199637,0.7187,1.1724,0.2510,1.40
468.214715,0.6061,0.9826,0.0092,1.15
468.219866,0.7697,0.4996,0.1600,0.93
468.234346,0.5934,0.1237,0.3046,0.68
468.242013,0.4985,-0.3205,0.3047,0.67
468.253814,0.4364,-0.6554,0.3076,0.85
468.273213,0.2538,-0.8805,0.3031,0.97
468.273432,0.3018,-0.8372,0.1084,0.90
468.292618,0.1263,-0.6862,0.1478,0.71
468.292769,-0.1068,-0.3169,-0.0532,0.34
468.312434,-0.2283,0.0299,-0.1476,0.27
468.312624,-0.3648,0.4630,-0.0902,0.60
468.320603,-0.8922,0.5393,0.1375,1.05
468.331736,-1.2377,0.2970,0.1004,1.28
468.339842,-1.5082,-0.3100,0.0202,1.54
468.351141,-1.3929,-0.8848,-0.0501,1.65
468.370868,-1.5355,-1.2120,-0.0236,1.96
468.371102,-1.6013,-1.3243,0.0916,2.08
468.390376,-1.5522,-1.1686,0.0778,1.94
468.390567,-1.2998,-0.5184,0.1766,1.41
468.409968,-0.9339,0.4562,0.2218,1.06
468.410659,-0.3555,1.4254,0.1635,1.48
468.429137,-0.0683,1.7274,0.0665,1.73
468.431015,-0.1104,2.1856,0.2339,2.20
468.439650,0.1863,2.2110,0.3115,2.24
468.451095,0.2959,2.0370,0.3162,2.08
468.470346,0.5794,2.1583,0.1758,2.24
468.470525,0.7627,2.1198,0.1829,2.26
468.490285,0.8566,1.7635,0.4580,2.01
468.490456,0.8905,1.2805,0.3217,1.59
468.509584,1.0585,0.8867,0.1801,1.39
468.529153,1.3913,0.5202,0.1232,1.49
468.540475,0.6131,0.3326,-0.3260,0.77
468.549688,0.6707,0.3230,-0.2613,0.79
468.567691,1.3491,0.3270,-0.4291,1.45
468.570792,1.6947,0.3730,-0.1772,1.74
468.587031,1.9736,-0.0369,0.0258,1.97
468.590097,1.6158,-0.6054,0.0665,1.73
468.606117,1.2986,-0.5189,0.2260,1.42
468.625484,0.7422,-0.0839,0.1838,0.77
468.625638,0.2352,0.5415,0.1687,0.61
468.644804,0.1117,1.0507,0.3769,1.12
468.644943,0.2241,1.2925,0.3984,1.37
468.650366,0.4724,1.0650,0.3330,1.21
468.666811,0.7898,0.7488,0.2641,1.12
468.670630,0.0892,1.0899,-0.1077,1.10
468.686383,-0.2525,1.1602,0.1390,1.20
468.690799,-0.0969,0.9646,0.0462,0.97
468.705867,0.2160,0.5481,-0.1061,0.60
468.725520,0.8702,0.2841,-0.1140,0.92
468.725694,0.6664,0.0379,-0.2438,0.71
468.744794,0.4798,-0.1504,0.1271,0.52
468.745039,0.3849,-0.0540,0.3192,0.50
468.749481,-0.1382,0.0237,0.4858,0.51
468.767852,0.1903,0.0283,0.5408,0.57
468.771405,1.0396,0.0890,1.0914,1.51
468.786960,1.4093,0.1666,0.9845,1.73
468.789557,0.8144,0.0859,0.7594,1.12
468.806364,0.7332,0.3071,0.8494,1.16
468.812093,0.3344,0.3850,0.0330,0.51
468.825445,0.6606,0.5892,0.4407,0.99
468.830839,-0.2202,0.8700,0.0732,0.90
468.840208,-0.3443,0.7857,0.0821,0.86
468.851243,-0.3054,0.6774,0.3455,0.82
468.865841,-0.4571,0.8671,0.1768,1.00
468.870383,-0.5390,0.8394,-0.1478,1.01
468.884977,-0.8469,0.3969,-0.1823,0.95
468.890318,-0.7001,0.5081,-0.0141,0.87
468.904166,-0.4896,0.6845,0.2370,0.87
468.923681,-1.0266,0.4617,0.1625,1.14
468.923774,-0.8620,0.3710,0.4274,1.03
468.943159,-0.5696,0.3237,0.1782,0.68
468.943265,-0.7310,0.2965,-0.2855,0.84
468.961872,-0.7118,0.3116,-0.2473,0.82
468.961979,-0.2602,0.1549,-0.2869,0.42
468.969791,-0.4833,-0.0171,-0.5095,0.70
468.983181,-0.7232,0.0300,-0.2107,0.75
468.990317,-0.6503,-0.1888,-0.1124,0.69
469.002786,-0.6766,-0.3355,0.1725,0.77
469.022378,-0.7337,-0.4534,0.1437,0.87
469.022470,-0.9013,-0.3852,0.2110,1.00
469.042122,-1.1205,-0.3063,0.4047,1.23
469.042215,-1.2179,-0.2371,0.0261,1.24
469.061894,-0.7511,-0.2189,-0.1974,0.81
469.062011,-0.6368,0.0210,-0.2696,0.69
469.070160,-0.5840,0.0626,-0.2011,0.62
469.082796,-0.2449,0.5032,0.2530,0.61
469.090451,-0.3507,0.3988,0.2221,0.58
469.102334,-0.0242,0.2979,0.4644,0.55
469.121822,-0.3292,0.1906,0.7054,0.80
469.122005,-0.2391,-0.0695,0.6008,0.65
469.141862,-0.5693,-0.1826,0.3713,0.70
469.142038,-0.7068,-0.2337,-0.0012,0.74
469.161442,-0.4298,-0.0559,0.1356,0.45
469.161597,-0.4971,-0.0157,0.1218,0.51
469.180974,-0.3652,0.2583,0.2055,0.49
469.181168,-0.0603,0.2983,0.4374,0.53
469.190623,0.0327,0.2638,0.1927,0.33
469.200179,0.2193,0.2399,0.0117,0.33
469.219677,0.0644,0.3554,-0.3608,0.51
469.220790,0.0791,0.3670,-0.6247,0.73
469.240079,-0.0554,0.6787,-0.8383,1.08
469.240250,0.1181,0.9053,-0.5840,1.08
469.259776,0.1455,0.8926,-0.3226,0.96
469.260573,-0.0850,0.8071,-0.1857,0.83
469.279268,-0.1033,0.4680,-0.1340,0.50
469.280322,-0.1164,0.0575,-0.0391,0.14
469.290552,0.1871,-0.1872,0.2936,0.40
469.300456,0.6695,-0.5331,0.5301,1.01
469.318819,0.9176,-0.6075,0.5820,1.24
469.320686,1.0764,-0.6129,0.5383,1.35
469.338981,1.2381,-0.7266,0.9820,1.74
469.339814,1.3992,-0.8230,1.3062,2.08
469.358121,1.4819,-0.9910,1.3820,2.26
469.377741,1.7502,-1.1660,1.2115,2.43
469.377914,2.0467,-1.3169,1.1568,2.69
469.397054,1.9812,-1.6957,0.8186,2.73
469.397211,1.6103,-1.5728,0.4835,2.30
469.399840,1.4959,-1.1265,0.3010,1.90
469.419049,1.6278,-0.8718,0.4347,1.90
469.419149,1.5685,-0.8943,0.4068,1.85
469.438951,1.1937,-1.1142,0.0473,1.63
469.440592,0.7626,-0.8668,-0.0440,1.16
469.458360,0.5988,-0.5192,0.3078,0.85
469.477801,0.4018,-0.3093,0.1051,0.52
469.477933,0.4615,0.0410,0.0360,0.46
469.497152,0.3335,0.2221,-0.4149,0.58
469.497349,0.4618,0.1496,-0.2117,0.53
469.499724,0.4853,-0.1527,-0.1757,0.54
469.516471,0.3645,-0.3143,-0.3433,0.59
469.520590,0.1333,-0.1246,-0.3375,0.38
469.536029,0.5100,0.0582,-0.3617,0.63
469.555599,0.7699,0.2582,-0.4140,0.91
469.575074,0.2884,0.3372,-0.7298,0.85
469.594407,0.2953,0.4447,-0.0068,0.53
469.613906,0.2426,0.2081,-0.2578,0.41
469.614102,0.2547,0.1459,-0.0774,0.30
469.620036,0.1895,0.0624,0.1682,0.26
469.635236,0.1516,-0.1395,0.0370,0.21
469.640604,0.1078,-0.2582,-0.2356,0.37
469.654634,0.0244,-0.4605,-0.1786,0.49
469.659886,0.1208,-0.6430,0.0706,0.66
469.673883,0.1127,-0.9945,0.0011,1.00
469.693240,-0.0648,-1.3398,-0.3365,1.38
469.693422,-0.1228,-1.4995,-0.3333,1.54
469.712635,-0.1815,-1.4853,-0.3325,1.53
469.712827,-0.3059,-1.2263,-0.1697,1.28
469.720982,-0.5581,-0.8842,-0.2600,1.08
469.732825,-0.5289,-0.4295,-0.1256,0.69
469.740156,-0.6935,-0.0389,-0.0884,0.70
469.752001,-0.7307,0.1888,-0.0864,0.76
469.771750,-0.5692,0.3451,0.2021,0.70
469.771929,-0.4305,0.2874,0.2981,0.60
469.791266,-0.5678,0.0682,0.3022,0.65
469.791407,-0.8620,-0.1607,0.3457,0.94
469.810745,-0.9662,-0.2183,0.1457,1.00
469.830460,-0.7780,0.1176,0.0553,0.79
469.849744,-0.9912,-4.6070,-21.5722,22.08
469.858625,-4.7977,-2.4873,-6.4989,8.45
469.869447,-4.7351,-3.0119,-2.3359,6.08
469.888151,-1.0497,-1.6084,0.2566,1.94
469.890568,0.0846,-0.0164,1.5776,1.58
469.907205,0.5651,1.1742,1.2190,1.78
469.926734,1.5249,1.7853,1.1156,2.60
469.939103,1.1988,2.1262,-0.3578,2.47
469.950436,0.3125,1.4346,-0.3056,1.50
469.967130,-0.3650,0.7543,-0.3113,0.89
469.969950,-0.3710,0.1633,-0.1706,0.44
469.986416,-0.5646,-0.2267,-0.5357,0.81
469.989508,0.3756,-0.7543,-0.2377,0.88
470.005633,-0.1382,-0.5063,-0.7017,0.88
470.025066,1.1287,-0.5354,-0.6341,1.40
470.025178,1.4603,-0.4025,-0.6425,1.65
470.045037,2.0026,-0.2848,-0.3840,2.06
470.045165,2.0646,-0.0456,-0.4118,2.11
470.064031,1.6035,0.4643,-0.6079,1.78
470.064132,1.1199,0.8038,-0.6450,1.52
470.069320,0.7969,0.9955,0.2010,1.29
470.083609,0.0569,1.0723,0.6700,1.27
470.091144,-0.4358,0.6690,1.1163,1.37
470.103154,-0.5565,0.3249,1.1488,1.32
470.110270,-0.2245,0.0002,1.0307,1.05
470.122560,0.9273,-0.2863,0.6880,1.19
470.142244,0.8127,-0.1102,0.2326,0.85
470.142449,0.4254,0.3376,-0.0948,0.55
470.161673,0.5540,0.7847,-0.0984,0.97
470.161834,0.5932,1.1520,-0.2568,1.32
470.180976,1.0569,1.4036,0.2594,1.78
470.181605,0.8606,1.2870,0.3630,1.59
470.190064,0.0893,1.0442,0.6327,1.22
470.201644,0.4525,0.6015,0.7863,1.09
470.210149,0.6639,0.2540,0.8185,1.08
470.220829,0.5984,-0.0257,0.6060,0.85
470.240155,0.4687,-0.1739,0.4363,0.66
470.240326,0.5761,-0.2219,-0.0529,0.62
470.259787,0.6343,-0.0623,-0.0401,0.64
470.259948,0.4061,0.2813,-0.1744,0.52
470.279308,0.3065,0.7096,-0.1894,0.80
470.280657,0.3558,1.0623,-0.2297,1.14
470.290166,0.0366,1.3961,-0.5853,1.51
470.303759,-0.4200,1.3166,-0.6878,1.54
470.310363,-0.8309,1.0393,-0.8029,1.55
470.327744,-0.3381,0.7202,-0.4942,0.94
470.331062,-0.5509,0.3093,-0.4599,0.78
470.339530,-0.2095,-0.0714,0.0353,0.22
470.350708,-0.2083,-0.4054,0.0809,0.46
470.360417,-0.0674,-0.5890,0.2878,0.66
470.371443,-0.2974,-0.5332,0.1746,0.63
470.392975,-0.0900,-0.4253,0.2273,0.49
470.393097,0.0271,-0.3154,0.0486,0.32
470.413228,0.2103,-0.1317,0.0990,0.27
470.413483,-0.2502,-0.0270,-0.1438,0.29
470.432971,-0.6725,0.2218,0.0541,0.71
470.433078,-0.9057,0.3191,0.0283,0.96
470.439441,-0.9848,0.3288,-0.1220,1.05
470.453574,-0.6782,0.3813,-0.3185,0.84
470.459746,-0.6538,0.3963,-0.0366,0.77
470.472229,-0.7525,0.5118,0.4011,0.99
470.491844,-1.0520,0.4390,0.4737,1.23
470.491991,-1.0222,0.1908,0.2873,1.08
470.510895,-0.8474,0.0998,-0.0993,0.86
470.511078,-0.9813,0.2224,-0.4657,1.11
470.530733,-0.8795,0.3506,-0.5815,1.11
470.530909,-0.6902,0.5961,-0.4110,1.00
470.539080,-0.3933,0.8147,-0.3848,0.98
470.553342,-0.4063,0.7335,-0.1553,0.85
470.559612,-0.5162,0.4536,-0.1464,0.70
470.574486,-0.6291,0.1593,-0.1093,0.66
470.591986,-0.2357,-0.1613,0.2039,0.35
470.592185,-0.6570,-0.1360,0.2156,0.70
470.611602,-0.5828,-0.0775,0.1010,0.60
470.611760,-0.7709,0.0987,-0.1393,0.79
470.631043,-0.5544,0.3396,-0.2965,0.71
470.631212,-0.5546,0.4357,-0.5666,0.90
470.639766,-0.2548,0.5739,-0.6492,0.90
470.651633,-0.3457,0.7202,-0.8680,1.18
470.659338,-0.3096,0.7091,-0.7105,1.05
470.670801,-0.3508,0.5908,-0.3531,0.77
470.690209,-0.4079,0.3120,0.2128,0.56
470.690396,-0.6670,0.1009,0.6225,0.92
470.709673,-0.5473,-0.0662,0.8055,0.98
470.710808,-0.0991,-0.2169,1.0615,1.09
470.729094,0.0719,-0.1783,1.1913,1.21
470.730237,0.4415,-0.1119,1.2262,1.31
470.739893,0.6667,-0.2776,0.9188,1.17
470.751265,1.0994,-0.7994,1.0637,1.73
470.759331,1.7413,-1.0959,1.1135,2.34
470.770596,2.0391,-1.3017,0.8132,2.55
470.790038,2.3437,-1.3862,0.9043,2.87
470.790211,2.3122,-1.3022,1.3651,2.98
470.809137,2.0582,-0.5769,1.0782,2.39
470.811052,1.8369,-0.2641,0.6796,1.98
470.828267,1.4395,0.2321,0.0955,1.46
470.829965,1.1192,0.6332,0.0735,1.29
470.840496,0.6618,0.9340,-0.2107,1.16
470.854044,0.4496,0.8676,-0.2515,1.01
470.859442,0.5871,0.4662,-0.0371,0.75
470.874007,0.9184,0.1878,-0.0903,0.94
470.893120,0.4846,0.2166,-0.4277,0.68
470.893224,0.1298,0.3449,-0.2075,0.42
470.912295,-0.0021,0.3470,-0.1413,0.37
470.912397,-0.0156,0.2669,-0.2176,0.34
470.931699,0.1199,-0.0828,-0.2039,0.25
470.931785,0.3831,-0.4979,-0.1937,0.66
470.939185,0.4239,-0.8781,-0.1254,0.98
470.951763,0.5565,-1.3131,-0.0782,1.43
470.958772,0.4185,-1.5593,-0.3899,1.66
470.971188,0.2460,-1.5525,0.0146,1.57
470.989495,0.1357,-1.4428,0.0842,1.45
470.990193,0.1723,-1.4742,0.2075,1.50
471.008610,0.0141,-1.2069,-0.0732,1.21
471.010943,0.1944,-1.0675,0.0305,1.09
471.028166,0.2230,-0.8036,-0.2781,0.88
471.047389,0.2894,-0.5276,-0.0346,0.60
471.059245,0.0562,-0.5844,0.1661,0.61
471.070141,0.0473,-0.8284,0.2265,0.86
471.086908,-0.1512,-1.0174,0.1811,1.04
471.089834,-0.2818,-1.2609,0.1689,1.30
471.106455,-0.5330,-1.4038,-0.0412,1.50
471.110299,-0.1765,-1.3531,0.1820,1.38
471.125502,-0.2879,-1.1978,0.0458,1.23
471.144749,-0.1604,-1.1292,0.1141,1.15
471.144893,0.0298,-0.7715,0.2284,0.81
471.164071,-0.1837,-0.7107,0.3328,0.81
471.164235,-0.1953,-0.3069,0.2820,0.46
471.170398,-0.6844,0.0058,0.1172,0.69
471.183970,-1.1629,0.4106,-0.2401,1.26
471.190081,-1.4741,0.4721,-0.1800,1.56
471.203224,-1.5736,0.4150,-0.2282,1.64
471.209708,-1.4860,0.3941,-0.5733,1.64
471.222438,-1.4199,0.4441,-0.4420,1.55
471.241899,-1.2345,0.2907,-0.3624,1.32
471.242076,-0.9469,0.1956,0.1401,0.98
471.261333,-0.5996,0.1769,0.2017,0.66
471.261502,-0.3385,0.2443,0.2637,0.49
471.280633,-0.7406,0.3307,0.2494,0.85
471.280819,-0.8543,0.4308,0.0424,0.96
471.290619,-1.1107,0.5847,-0.0622,1.26
471.302395,-1.1489,0.6297,-0.0488,1.31
471.309399,-1.4463,0.6520,-0.2399,1.60
471.320592,-1.1626,0.5857,-0.3437,1.35
471.338603,-0.8369,0.5573,-0.1461,1.02
471.339553,-0.2855,0.5255,0.0906,0.60
471.358864,-0.1558,0.4789,0.1399,0.52
471.360776,0.2165,0.3726,0.3298,0.54
471.377803,0.1670,0.4605,0.2089,0.53
471.397313,0.1692,0.5836,-0.0857,0.61
471.397535,0.4969,0.5095,-0.0635,0.71
471.400829,0.6970,0.4248,0.1814,0.84
471.410268,1.0764,0.3176,0.3447,1.17
471.420051,1.2900,0.3246,0.1816,1.34
471.437704,1.4842,0.2972,0.1875,1.53
471.439385,1.5486,0.2257,0.0196,1.57
471.456961,1.5362,-0.1222,0.2556,1.56
471.461602,1.6305,-0.5597,0.3314,1.76
471.476068,0.9150,-0.6000,-0.0666,1.10
471.495713,0.6471,-0.4829,-0.3226,0.87
471.495892,0.4923,0.1682,-0.5486,0.76
471.515079,0.6197,0.9356,-0.3721,1.18
471.515264,1.4143,1.4128,0.8051,2.16
471.520307,0.8300,1.8765,1.3165,2.44
471.537695,0.7367,1.6898,1.1869,2.19
471.538578,0.6483,1.3382,0.8683,1.72
471.557437,0.2438,1.1274,0.4266,1.23
471.558967,0.2171,0.8529,-0.2176,0.91
471.576621,1.0423,0.3622,0.0797,1.11
471.596112,0.6386,0.4658,-0.1607,0.81
471.596280,0.8439,0.5352,-0.0928,1.00
471.615581,0.8950,0.6706,-0.2579,1.15
471.615821,0.5282,0.7087,0.0215,0.88
471.619918,0.3634,0.6879,0.2048,0.80
471.637754,0.3783,0.6082,0.2901,0.77
471.639795,-0.0048,0.6249,-0.2144,0.66
471.657474,0.7215,0.3002,0.2534,0.82
471.659723,0.9339,0.1668,0.0743,0.95
471.676634,0.3966,0.0403,-0.1157,0.42
471.695930,-0.1308,0.2004,-0.3513,0.43
471.696072,0.1515,0.3487,-0.3194,0.50
471.715781,0.3391,0.3137,-0.7384,0.87
471.715919,0.5497,-0.1836,0.0859,0.59
471.719969,0.3614,-0.5104,0.3421,0.71
471.736664,0.2128,-0.6746,1.1114,1.32
471.738907,4.0953,3.8340,7.5013,9.37
471.756211,-4.4723,-3.6384,-17.5078,18.43
471.760473,-2.6677,0.8228,-6.6530,7.22
471.775250,-2.1378,2.2865,0.2304,3.14
471.794884,-2.1797,-0.3648,-1.9742,2.96
471.794996,-0.6519,-1.3703,-1.0246,1.83
471.814056,-0.4540,-0.2557,0.1129,0.53
471.814185,0.5548,-0.1422,1.0862,1.23
471.820498,0.7652,-0.3620,1.3386,1.58
471.836444,-0.0040,-0.0104,0.7467,0.75
471.839841,-0.1763,0.5087,0.1246,0.55
471.856424,-0.7388,1.0265,-0.0624,1.27
471.864242,-0.8001,0.8497,0.0596,1.17
471.875354,-0.7159,0.8353,0.0712,1.10
471.879426,-0.7390,0.8128,-0.3187,1.14
471.894808,-0.6657,0.8002,-0.4662,1.14
471.913868,-0.8796,0.8045,-0.4005,1.26
471.913974,-0.8650,0.8579,-0.2101,1.24
471.933327,-1.0664,0.7628,0.0920,1.31
471.933434,-1.0746,0.6740,0.1560,1.28
471.953202,-0.9701,0.4957,0.6184,1.25
471.953317,-0.9236,0.3556,0.6578,1.19
471.972327,-1.1606,0.2458,0.4734,1.28
471.972442,-1.0135,0.2373,0.3812,1.11
471.991649,-0.9332,0.3663,0.0504,1.00
471.991757,-0.5215,0.2558,-0.0588,0.58
472.010497,-0.6143,0.2048,-0.3736,0.75
472.010620,-0.0761,0.0941,-0.2164,0.25
472.030063,0.1884,0.0174,-0.2115,0.28
472.030501,0.2784,0.1313,-0.0142,0.31
472.049628,0.2134,0.2566,0.1612,0.37
472.050123,0.4523,0.3332,0.2730,0.62
472.060287,0.2156,0.3821,-0.2370,0.50
472.070106,0.3292,0.1806,-0.3812,0.54
472.090107,0.3106,0.2497,-0.3449,0.53
472.090713,-0.1852,0.4270,-0.5326,0.71
472.110176,-0.3015,0.6823,-0.5315,0.92
472.110320,-0.4913,0.6270,-0.5365,0.96
472.129070,-0.3914,0.6752,-0.2944,0.83
472.148540,-0.6940,0.5848,-0.3064,0.96
472.160696,-0.1082,-0.6762,0.1367,0.70
472.171276,0.2161,-0.9000,0.4105,1.01
472.188666,0.4578,-0.9389,0.6758,1.24
472.191379,1.1295,-0.8524,0.8946,1.67
472.207840,1.3948,-0.8294,0.8212,1.82
472.209949,1.3897,-0.7045,0.6212,1.68
472.227056,1.5831,-0.7350,0.6689,1.87
472.246703,1.6071,-0.9530,0.6514,1.98
472.246865,1.7480,-1.2619,0.7060,2.27
472.266086,1.5247,-1.1754,0.6879,2.04
472.266250,1.1156,-1.0406,0.6555,1.66
472.269937,1.1792,-0.9888,0.6592,1.67
472.285869,1.2254,-0.3043,0.4960,1.36
472.290950,1.0182,0.0276,0.0231,1.02
472.305078,0.8517,0.2104,0.1338,0.89
472.309734,0.4853,0.0870,0.4449,0.66
472.324183,0.3828,-0.4837,0.4313,0.75
472.343576,0.3785,-0.7499,0.4771,0.97
472.343741,0.1938,-0.6293,-0.2249,0.70
472.363205,1.0615,-1.0277,-0.0990,1.48
472.363348,1.4414,-1.3475,-0.1710,1.98
472.382370,1.2119,-1.1455,-0.0511,1.67
472.382553,1.0450,-0.4049,0.3361,1.17
472.401835,0.9028,-0.0756,0.2244,0.93
472.401986,0.7896,-0.0071,0.2288,0.82
472.410214,0.4147,0.0370,-0.1161,0.43
472.421191,-0.0437,0.3191,-0.2520,0.41
472.440807,-0.2649,0.7643,-0.2772,0.86
472.440952,0.0512,0.7997,-0.0505,0.80
472.460589,0.6115,0.5034,-0.2476,0.83
472.460687,0.9986,-0.0474,-0.3868,1.07
472.480220,1.0414,-0.5188,-0.4219,1.24
472.499715,0.5619,-0.5936,-0.4245,0.92
472.510346,0.6263,-0.1155,0.1308,0.65
472.521580,0.4529,-0.0387,-0.0114,0.45
472.540929,-0.1163,0.1975,-0.2090,0.31
472.541096,-0.2024,0.1211,-0.2747,0.36
472.560601,-0.2488,-0.0115,0.2000,0.32
472.560752,-0.3358,-0.6148,0.2497,0.74
472.579703,-0.4211,-1.1887,-0.0494,1.26
472.579814,-0.6472,-1.7220,-0.1933,1.85
472.598890,-0.8022,-1.7107,-0.0615,1.89
472.601871,-1.0276,-1.4576,0.1295,1.79
472.611735,-1.4973,-0.6010,-0.0476,1.61
472.619815,-1.5902,-0.6633,-0.1079,1.73
472.639537,-1.0374,0.8667,0.0154,1.35
472.640204,-0.8181,1.1733,-0.3399,1.47
472.658809,-0.7587,1.1092,-0.5108,1.44
472.660214,-0.9560,0.9524,-0.6395,1.49
472.678191,-0.9182,0.4954,-0.5644,1.19
472.697833,-0.8827,0.1083,-0.1453,0.90
472.698009,-0.9748,0.0583,-0.2022,1.00
472.717655,-0.6662,-0.2990,0.0189,0.73
472.717855,-0.6887,-0.0918,-0.2600,0.74
472.719792,-0.7559,0.2977,-0.3489,0.88
472.730264,-1.0572,0.8167,-0.4177,1.40
472.758351,-1.0717,1.9170,-0.8432,2.35
472.760014,-0.5574,1.8361,-0.5760,2.00
472.777849,-0.1652,1.4313,-0.2883,1.47
472.796800,-0.0662,0.6462,-0.3573,0.74
472.816193,0.0857,-0.2405,-0.6464,0.70
472.819208,0.2420,-0.1479,-0.7689,0.82
472.830274,0.5793,0.1915,-0.8414,1.04
472.839814,0.7129,0.5055,-0.6497,1.09
472.856029,0.6753,0.5683,-0.5843,1.06
472.859340,0.8790,0.5982,-0.5105,1.18
472.875295,0.9970,0.2511,-0.3345,1.08
472.880004,0.7917,-0.2909,-0.0742,0.85
472.894303,0.9127,-0.9436,0.1780,1.32
472.913470,0.4503,-1.2539,-0.0629,1.33
472.913584,0.3876,-0.9386,0.2099,1.04
472.932877,0.2693,-0.1608,0.0942,0.33
472.932981,0.1617,0.8659,0.3562,0.95
472.939902,0.0375,1.3746,0.4296,1.44
472.951881,0.1723,1.3874,0.3512,1.44
472.959565,0.5744,1.2755,0.1608,1.41
472.971770,0.3978,1.1555,0.0329,1.22
472.991177,0.4484,1.0808,-0.2056,1.19
472.991260,0.9005,0.8066,-0.5510,1.33
473.010686,0.7020,0.8448,-0.3467,1.15
