# Target Sample Rate: 100 Hz
# Max Device Sample Rate: 100 Hz
# Recording started at: 2026-04-25 23:10:37.091
time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
101.131273,0.7683,-0.0047,-0.5161,0.93
101.148484,1.1094,0.0310,-0.5258,1.23
101.152021,1.0106,0.2512,-0.3095,1.09
101.168087,1.0584,0.4406,-0.1331,1.15
101.187960,0.8991,0.4033,-0.2735,1.02
101.188125,0.9532,0.4461,-0.0462,1.05
101.207398,0.9283,0.2972,0.0599,0.98
101.207531,0.9878,0.1799,0.2173,1.03
101.211148,1.1752,0.0010,0.1821,1.19
101.227080,1.2952,-0.0328,-0.1745,1.31
101.231816,1.3968,-0.0193,-0.3002,1.43
101.246732,0.7699,0.3740,-0.2866,0.90
101.252208,0.3191,0.9950,-0.3575,1.10
101.266238,0.1337,1.5344,-0.2810,1.57
101.285502,0.2579,1.7257,0.0427,1.75
101.285726,0.1595,1.8993,0.6324,2.01
101.305198,0.2729,1.7330,1.1406,2.09
101.305424,0.5205,1.1702,1.2126,1.76
101.325688,0.7613,0.8047,1.0184,1.50
101.325869,0.8060,0.5283,0.8565,1.29
101.332590,0.8141,0.3334,0.3682,0.95
101.344677,0.7817,0.3914,0.1261,0.88
101.351951,1.1689,0.4065,0.4364,1.31
101.364242,1.0681,0.3346,0.5857,1.26
101.383853,1.1291,0.3557,0.6060,1.33
101.384020,1.1689,0.3384,0.6623,1.39
101.403135,1.2039,0.5166,0.5882,1.44
101.403259,1.2150,0.6316,0.5113,1.46
101.423510,1.3117,0.7198,0.5310,1.59
101.423654,1.2668,0.7831,0.5604,1.59
101.432373,1.2778,0.7303,0.5011,1.55
101.443381,1.0521,0.6582,0.3951,1.30
101.451179,0.7834,0.4110,0.1422,0.90
101.463060,0.6828,0.3841,0.0365,0.78
101.482873,0.4966,0.3187,0.0440,0.59
101.483053,0.1490,0.5128,-0.0360,0.54
101.502599,0.0295,0.5631,0.1645,0.59
101.502808,-0.2081,0.6428,0.3793,0.77
101.522829,-0.1555,0.4989,0.3935,0.65
101.522960,-0.1526,0.5054,0.4161,0.67
101.542554,-0.4768,0.1024,0.0214,0.49
101.542757,-0.6905,-0.0230,-0.3784,0.79
101.551333,-0.7568,-0.0986,-0.5867,0.96
101.562734,-0.6060,-0.0456,-0.7241,0.95
101.581985,-0.6755,-0.0035,-0.7312,1.00
101.582189,-0.8244,0.2192,-0.6177,1.05
101.601617,-0.8781,0.3549,-0.5224,1.08
101.602281,-0.9587,0.4162,-0.5630,1.19
101.620985,-0.9791,0.4653,-0.5429,1.21
101.640640,-0.9609,0.4895,-0.4817,1.18
101.640862,-0.8813,0.6613,-0.6504,1.28
101.642090,-0.7085,0.7675,-0.7857,1.31
101.660023,-0.7141,0.8239,-0.6398,1.26
101.679651,-0.8384,0.7249,-0.4893,1.21
101.679762,-0.9767,0.5116,-0.4969,1.21
101.681881,-1.1195,0.2299,-0.4798,1.24
101.698682,-1.2784,-0.0847,-0.3917,1.34
101.701709,-1.2117,-0.2813,-0.3112,1.28
101.718046,-1.2243,-0.5391,-0.1500,1.35
101.721297,-1.2362,-0.6303,-0.0861,1.39
101.737393,-1.0897,-0.7392,0.0086,1.32
101.756770,-0.9287,-0.5953,0.0354,1.10
101.756871,-0.9133,-0.5474,0.0199,1.06
101.761439,-0.9242,-0.5323,0.2109,1.09
101.772376,-1.1394,-0.5169,0.0676,1.25
101.780942,-0.7599,-0.6373,0.0144,0.99
101.799395,-0.6839,-0.6991,-0.0629,0.98
101.801114,-0.5782,-0.7126,0.0274,0.92
101.819268,-0.6052,-0.7112,0.0363,0.93
101.822532,-0.2921,-0.6615,0.1085,0.73
101.839425,-0.1795,-0.6083,0.1057,0.64
101.842571,-0.1811,-0.2344,0.3082,0.43
101.850929,-0.4870,0.0207,-0.0947,0.50
101.861223,-0.4139,-0.1047,0.0365,0.43
101.871852,-0.2754,-0.2281,0.2577,0.44
101.883535,-0.3121,-0.2894,0.6495,0.78
101.900911,-0.3916,-0.2672,0.7126,0.86
101.901599,-0.3206,-0.3633,0.7885,0.93
101.920738,-0.3041,-0.4058,0.5443,0.74
101.921591,-0.2514,-0.2869,0.4352,0.58
101.940751,-0.1948,-0.1112,0.3514,0.42
101.960159,0.1676,0.1168,0.5884,0.62
101.960343,0.3957,0.2794,0.6330,0.80
101.961241,0.7509,0.1804,0.7127,1.05
101.971978,1.1780,0.1804,0.7662,1.42
101.981744,0.9897,0.3027,0.8191,1.32
101.999605,0.8737,0.5593,0.7374,1.27
102.002021,1.1504,0.7567,0.6681,1.53
102.019105,1.1950,0.9607,0.4120,1.59
102.021136,1.1899,0.9985,0.1661,1.56
102.038626,1.1245,0.9892,-0.0175,1.50
102.058300,1.1306,1.0630,0.1107,1.56
102.058443,1.0930,1.4223,0.1851,1.80
102.077757,0.7273,1.3048,0.0438,1.49
102.077959,0.8463,1.1192,-0.1730,1.41
102.082486,0.8913,0.9228,0.0835,1.29
102.099562,1.0869,0.8272,0.1196,1.37
102.101958,1.2220,0.4788,0.2965,1.35
102.119444,1.1891,0.1415,0.4196,1.27
102.121018,1.0747,-0.2275,0.4623,1.19
102.138938,1.0908,-0.6309,0.6463,1.42
102.159254,0.9630,-0.8032,0.6366,1.41
102.159503,0.9261,-0.8991,0.6278,1.44
102.179363,0.6644,-0.7091,0.2878,1.01
102.179608,0.5943,-0.6669,0.1952,0.91
102.182160,0.5136,-0.5000,0.2068,0.75
102.199006,0.3369,-0.2988,-0.0315,0.45
102.202628,0.2029,-0.2525,-0.0473,0.33
102.218744,0.2240,-0.2146,-0.2404,0.39
102.221440,0.3976,-0.1399,-0.3569,0.55
102.238238,0.6798,-0.1709,-0.2109,0.73
102.258050,0.8844,-0.1254,-0.1211,0.90
102.258226,1.1846,-0.3643,-0.0115,1.24
102.277169,1.0278,-0.5235,-0.2222,1.17
102.277389,1.4591,-0.3244,0.7328,1.66
102.296596,0.7842,-0.1296,0.0992,0.80
102.296770,0.8885,6.7480,-5.9403,9.03
102.301615,9.3214,-9.0144,0.5565,12.98
102.316026,-0.1541,-10.7894,-15.1993,18.64
102.321295,-0.7612,-1.2379,2.2549,2.68
102.336314,-1.2440,-1.1451,2.1748,2.75
102.342404,-0.6326,-1.5504,-0.5008,1.75
102.355739,0.2919,-0.0850,0.4526,0.55
102.375407,0.3595,0.6568,0.6971,1.02
102.375634,0.0818,-0.0158,0.2117,0.23
102.396165,-0.6474,-0.4317,-0.4636,0.91
102.396325,-0.5270,-0.3924,-0.0173,0.66
102.401412,-0.5049,0.0861,0.0743,0.52
102.415767,-0.4712,0.4206,-0.0317,0.63
102.421744,-0.4286,0.1814,-0.4297,0.63
102.435348,-0.4323,-0.4372,-0.6668,0.91
102.441475,-0.5070,-0.9628,-0.8804,1.40
102.455093,-0.5602,-1.2397,-0.7725,1.56
102.474853,-0.5493,-1.3190,-0.5925,1.55
102.475030,-0.6331,-1.1730,-0.3554,1.38
102.493997,-0.7484,-0.9796,-0.2886,1.27
102.494153,-0.7518,-0.5855,-0.1795,0.97
102.513696,-0.7705,-0.1395,-0.1523,0.80
102.513921,-0.7197,0.3914,-0.2259,0.85
102.521257,-0.7771,0.8092,-0.2551,1.15
102.533700,-0.7854,0.8432,-0.1836,1.17
102.541929,-0.8463,0.6194,-0.3690,1.11
102.553174,-1.0152,0.3175,-0.5823,1.21
102.572776,-1.2909,0.0557,-0.7439,1.49
102.572955,-1.2792,-0.0045,-0.4532,1.36
102.592213,-1.4130,0.0125,-0.3141,1.45
102.592396,-0.9230,0.1906,0.0179,0.94
102.611514,-0.6018,0.3495,0.1844,0.72
102.612510,-0.2816,0.5243,0.1598,0.62
102.621536,0.0593,0.5716,0.2390,0.62
102.632732,0.5381,0.4943,-0.0109,0.73
102.641093,0.7897,0.3725,-0.3706,0.95
102.660019,1.0455,0.4756,-0.5057,1.26
102.671539,1.0130,0.5967,-0.3875,1.24
102.671735,0.6017,0.6630,-0.3093,0.95
102.690860,0.4391,0.5528,-0.3183,0.77
102.691348,0.2191,0.3047,-0.3580,0.52
102.710535,0.0321,0.1198,-0.1604,0.20
102.730186,-0.2484,-0.0678,-0.0941,0.27
102.730296,0.2870,-0.2671,-0.2469,0.46
102.732395,0.2238,-0.2872,-0.2734,0.46
102.741332,1.0071,0.0488,-0.6926,1.22
102.752155,1.2582,0.4748,-0.6904,1.51
102.768931,1.5288,0.6931,-0.7856,1.85
102.771628,1.2479,0.7582,-0.6971,1.62
102.788405,1.1136,0.7898,-0.5549,1.47
102.792106,0.8640,0.5417,-0.3028,1.06
102.807864,0.6614,0.1415,-0.2977,0.74
102.828216,0.6584,-0.2593,-0.1278,0.72
102.828660,0.5777,-0.6610,-0.1655,0.89
102.847243,0.9125,-0.7404,-0.1140,1.18
102.847348,0.8926,-0.6507,-0.2103,1.12
102.866580,1.2004,-0.3276,0.0822,1.25
102.866686,1.2022,-0.1040,0.1882,1.22
102.872316,1.2362,0.1499,-0.1750,1.26
102.886200,1.1393,0.0681,-0.3663,1.20
102.892271,1.2779,0.2824,-0.1552,1.32
102.906238,1.1001,0.7121,-0.2480,1.33
102.926196,0.7528,1.1848,-0.4367,1.47
102.926368,0.7153,1.5567,-0.2010,1.72
102.946073,0.2650,1.8374,0.1793,1.87
102.946304,0.0628,1.4864,0.4101,1.54
102.966412,0.3382,0.8964,0.5845,1.12
102.966600,0.6269,0.4501,0.3303,0.84
102.971431,0.6170,0.1979,0.0386,0.65
102.987004,0.7224,0.1945,-0.2677,0.79
102.991298,0.7214,0.6333,-0.8431,1.28
103.007015,1.2163,1.1925,-0.6809,1.83
103.027205,0.9686,1.4355,-0.6507,1.85
103.027364,0.7725,1.4729,-0.3523,1.70
103.047028,0.8940,1.3756,-0.2520,1.66
103.047230,0.5736,1.0026,-0.1923,1.17
103.051056,0.5787,0.5461,-0.0396,0.80
103.066453,0.6686,0.1782,-0.0931,0.70
103.071861,0.5806,-0.1345,-0.0501,0.60
103.087051,0.6533,-0.2051,-0.0683,0.69
103.091661,0.2655,-0.0163,0.0707,0.28
103.106954,-0.0775,0.2940,0.1386,0.33
103.126651,-0.3505,0.5492,-0.0542,0.65
103.126822,-0.2870,0.5486,0.1532,0.64
103.146022,0.0740,0.5817,0.2686,0.64
103.146176,0.1929,0.3641,0.1232,0.43
103.165565,-0.0127,0.3084,0.0395,0.31
103.165794,-0.1059,0.2231,-0.0535,0.25
103.171919,-0.0552,0.1267,-0.0426,0.14
103.187837,-0.0172,0.0067,-0.0375,0.04
103.191511,-0.0663,-0.1080,-0.1638,0.21
103.207407,-0.2595,-0.1503,-0.2975,0.42
103.228318,-0.5079,-0.1105,-0.6159,0.81
103.228496,-0.7942,0.0643,-0.8944,1.20
103.248098,-0.9588,0.3188,-0.9142,1.36
103.248279,-0.8522,0.2533,-0.7408,1.16
103.252073,-0.8815,0.0711,-0.8833,1.25
103.261564,-0.9777,-0.1698,-0.8867,1.33
103.271872,-1.0400,-0.3705,-1.0083,1.50
103.291757,-1.0431,-0.5093,-1.0519,1.57
103.291928,-1.0974,-0.5174,-0.9118,1.52
103.311242,-0.9446,-0.5582,-0.7390,1.32
103.331200,-1.0639,-0.5152,-0.6910,1.37
103.351185,-1.2295,-0.2022,-0.8468,1.51
103.351343,-1.1271,-0.0222,-0.8321,1.40
103.361378,-1.3820,0.2865,-0.9630,1.71
103.371969,-1.3454,0.4531,-1.0004,1.74
103.390200,-1.4922,0.2287,-1.0050,1.81
103.391762,-1.7009,0.0961,-0.8329,1.90
103.409608,-1.8419,-0.1273,-0.7008,1.97
103.412280,-1.5622,-0.2472,-0.4654,1.65
103.429657,-1.3750,-0.4461,-0.2826,1.47
103.449017,-1.3537,-0.6912,-0.0610,1.52
103.449126,-1.1425,-0.7669,0.1435,1.38
103.452043,-1.1056,-0.7253,0.2077,1.34
103.461994,-0.9509,-0.9617,0.4085,1.41
103.490187,-0.4967,-1.0160,0.7497,1.36
103.491742,-0.2932,-1.1099,0.5634,1.28
103.509740,-0.1909,-0.9357,0.4065,1.04
103.511932,-0.1053,-0.4959,0.2257,0.55
103.530002,0.1483,-0.2045,0.1098,0.28
103.549428,0.1952,0.1509,0.0057,0.25
103.561233,0.0144,0.5375,-0.2257,0.58
103.571679,-0.1220,0.3307,-0.1536,0.38
103.590808,-0.0528,0.2411,0.2452,0.35
103.592559,-0.1293,0.1857,0.3849,0.45
103.610527,-0.0397,0.1558,0.5901,0.61
103.612154,-0.0148,0.1077,0.5390,0.55
103.629659,0.0932,0.0944,0.3667,0.39
103.649252,0.1332,0.0776,0.2168,0.27
103.649487,0.4722,0.2184,0.2821,0.59
103.669119,0.4480,0.3578,0.3947,0.70
103.669321,0.6168,0.4091,0.5106,0.90
103.675684,0.8049,0.5304,0.4615,1.07
103.688332,0.9149,0.3874,0.3680,1.06
103.691625,1.0605,0.0241,0.2132,1.08
103.708245,1.0545,0.1360,0.2427,1.09
103.711275,1.2952,0.2001,0.6673,1.47
103.728560,1.5944,0.2006,0.6156,1.72
103.748194,1.7110,0.1724,0.5586,1.81
103.748284,1.8328,0.0616,0.3736,1.87
103.767912,1.8928,0.1063,0.3772,1.93
103.768015,2.1856,0.1948,0.4714,2.24
103.787368,2.2673,0.0305,0.2698,2.28
103.787471,2.1312,-0.0950,0.1782,2.14
103.806656,1.7486,-0.1544,0.0056,1.76
103.806772,1.5830,-0.1001,-0.0370,1.59
103.811261,1.2972,0.0260,-0.1349,1.30
103.826421,1.0753,0.0549,-0.1668,1.09
103.831843,1.2705,0.1232,-0.0070,1.28
103.845844,1.3783,0.2047,0.2249,1.41
103.865532,0.9854,0.1671,-0.2790,1.04
103.865694,1.0316,-0.0434,-0.4285,1.12
103.885037,0.9848,-0.1861,-0.4082,1.08
103.885168,0.8068,-0.3380,-0.4578,0.99
103.891292,0.5925,-0.3501,-0.7500,1.02
103.905063,0.6239,-0.3257,-0.7515,1.03
103.910554,0.5037,-0.4067,-0.5634,0.86
103.924283,0.4654,-0.3756,-0.6417,0.88
103.931480,0.5819,-0.3329,-0.8630,1.09
103.943852,0.5312,-0.2263,-0.8599,1.04
103.963541,0.7908,-0.2687,-0.5949,1.03
103.963707,0.7326,-0.1808,-0.7133,1.04
103.983429,0.5731,-0.0412,-0.8017,0.99
103.983606,0.4055,-0.1161,-0.6827,0.80
104.002832,0.1566,-0.1984,-0.5394,0.60
104.002983,-0.0807,-0.4763,-0.5596,0.74
104.010496,-0.3256,-0.4467,-0.5367,0.77
104.022810,-0.4458,-0.3642,-0.3601,0.68
104.030058,-0.1467,-0.3249,-0.2257,0.42
104.042325,-0.1073,-0.1867,-0.5597,0.60
104.062229,-0.0032,0.0213,-0.5634,0.56
104.062372,-0.0334,-0.1565,-0.7322,0.75
104.081734,0.0133,-0.2580,-0.8938,0.93
104.081913,-0.1330,-0.3778,-0.6607,0.77
104.101615,-0.1969,-0.6168,-0.5521,0.85
104.101829,-0.1936,-0.9381,-0.6695,1.17
104.121019,-0.1383,-1.3418,-0.5727,1.47
104.121137,-0.2077,-1.5446,-0.5136,1.64
104.129952,-0.4000,-1.4860,-0.7441,1.71
104.141211,-0.3661,-1.3172,0.0353,1.37
104.160695,-0.1812,-0.7976,0.2081,0.84
104.160870,-0.1374,-0.2107,-0.1319,0.28
104.180472,-0.0571,0.0758,-0.2722,0.29
104.181168,0.0453,0.2427,-0.3400,0.42
104.200648,-0.1099,0.4412,-0.4524,0.64
104.201383,0.0578,0.8323,-0.3422,0.90
104.220414,-0.0343,1.0079,-0.2897,1.05
104.220571,0.0819,0.9554,-0.0257,0.96
104.229987,0.1556,0.6418,-0.1390,0.67
104.240845,-0.2302,0.0396,-0.2261,0.33
104.259960,-0.4404,-0.4895,-0.2300,0.70
104.260844,-0.4527,-0.6981,-0.2998,0.88
104.279668,-0.4825,-0.6034,-0.4480,0.89
104.280349,-0.7349,-0.2554,-0.4874,0.92
104.298994,-0.7118,0.2509,-0.3850,0.85
104.319826,-0.8818,0.5693,-0.3618,1.11
104.339847,-0.7248,0.6476,-0.7499,1.23
104.340713,-0.5387,0.6003,-0.7867,1.13
104.360069,-0.0880,0.8297,-0.6504,1.06
104.360264,0.2379,1.0695,-0.5600,1.23
104.379449,0.2805,1.0928,-0.4249,1.21
104.380872,0.1723,0.9599,-0.4992,1.10
104.399075,0.0713,0.6933,-0.3878,0.80
104.418265,-0.0657,0.4435,-0.4697,0.65
104.418428,0.1973,0.0236,-0.5637,0.60
104.438533,0.4733,-0.2418,-0.5694,0.78
104.438788,0.4965,-0.3654,-0.6545,0.90
104.441157,0.6858,-0.4049,-0.4699,0.92
104.450806,0.4084,-0.2841,-0.4674,0.68
104.460272,0.9040,-0.2211,-0.0334,0.93
104.479432,0.5762,-0.0061,0.1790,0.60
104.481211,0.4693,0.0228,0.3697,0.60
104.498445,0.7081,0.0287,0.4124,0.82
104.500417,0.9536,0.1718,0.3047,1.02
104.517834,1.1752,0.3515,0.3068,1.26
104.521150,1.1912,0.5627,0.3692,1.37
104.530430,1.3307,0.6146,0.2501,1.49
104.547269,1.3059,0.5723,0.2438,1.45
104.551862,1.2229,0.4498,0.1574,1.31
104.567343,1.0743,0.3435,0.1690,1.14
104.588727,0.9955,0.1346,-0.1449,1.01
104.588857,0.6808,0.2393,-0.2593,0.77
104.608447,0.3711,0.6687,-0.1611,0.78
104.608612,0.1001,1.0729,0.0141,1.08
104.611684,0.1451,1.2037,-0.0120,1.21
104.627836,0.3637,1.0451,-0.0753,1.11
104.630308,0.4882,0.8555,-0.0731,0.99
104.647428,0.5633,0.4959,0.0025,0.75
104.651297,0.6320,0.1739,-0.1503,0.67
104.666929,0.6332,0.1067,-0.2586,0.69
104.686558,0.6081,0.1690,-0.3144,0.71
104.686705,0.4919,0.2740,-0.3660,0.67
104.694636,0.6565,0.3813,-0.1296,0.77
104.705840,0.3659,0.4243,-0.1727,0.59
104.725242,0.2828,0.3001,-0.0146,0.41
104.725361,0.1079,0.1191,0.2678,0.31
104.744764,-0.0695,-0.0397,0.5212,0.53
104.744870,-0.1482,0.6479,9.0310,9.06
104.764003,6.5499,-6.8176,3.0102,9.92
104.764091,-4.2170,0.2929,-12.7167,13.40
104.783350,-0.6852,2.6878,0.2675,2.79
104.783464,-3.5559,1.0775,-2.1444,4.29
104.802802,-2.6146,0.1745,-1.6479,3.10
104.802910,-1.5588,0.2736,0.0162,1.58
104.822468,-1.3901,-0.1717,0.8526,1.64
104.822568,-0.8921,-0.6938,1.3017,1.72
104.831396,-0.7561,-0.4697,1.1053,1.42
104.841880,-0.6998,0.3843,0.5653,0.98
104.849938,-0.6975,1.0091,0.3678,1.28
104.865478,-0.2565,1.0287,0.3214,1.11
104.882157,-0.0930,0.8103,-0.0512,0.82
104.882293,0.0253,0.6808,-0.1331,0.69
104.902289,-0.1987,0.4392,-0.4660,0.67
104.902384,-0.5862,0.4237,-0.6645,0.98
104.922048,-1.1737,0.4445,-0.9514,1.57
104.922142,-1.2988,0.4881,-0.7853,1.59
104.942315,-1.2226,0.3276,-0.5353,1.37
104.942423,-0.9937,0.1492,-0.0979,1.01
104.961827,-0.9138,0.0291,0.3392,0.98
104.962001,-0.7593,0.0301,0.5272,0.92
104.981577,-0.4990,-0.1061,0.6952,0.86
104.981747,-0.4329,-0.2333,0.6280,0.80
105.001137,-0.1964,-0.3278,0.6380,0.74
105.001348,-0.0717,-0.4094,0.4977,0.65
105.020729,-0.2746,-0.5077,0.3105,0.66
105.020907,-0.3557,-0.3331,0.5912,0.77
105.040586,-0.6759,-0.2829,0.5001,0.89
105.040752,-0.7326,-0.2236,0.5369,0.94
105.060090,-0.8035,-0.2204,0.6454,1.05
105.061813,-1.0698,-0.2350,0.6160,1.26
105.070495,-1.0232,-0.2003,0.6570,1.23
105.080345,-0.7644,-0.1685,0.8120,1.13
105.098972,-0.8121,-0.1386,0.5775,1.01
105.100200,-0.7337,-0.1342,0.3137,0.81
105.118867,-0.3444,-0.3181,0.0695,0.47
105.138913,-0.1020,-0.4453,-0.0243,0.46
105.139060,0.1733,-0.4014,-0.0217,0.44
105.158591,0.4115,-0.2227,-0.0517,0.47
105.158765,0.6828,0.0708,0.0409,0.69
105.161033,0.6888,0.4062,0.1146,0.81
105.170233,0.4325,0.6985,0.0111,0.82
105.181350,0.4993,0.8196,-0.1649,0.97
105.197111,0.5919,0.8341,-0.2961,1.06
105.199926,0.5077,0.8506,-0.0891,0.99
105.217088,0.4251,1.0017,0.2077,1.11
105.219981,0.1429,0.9832,0.3427,1.05
105.236116,0.1995,0.8463,0.1145,0.88
105.255875,0.3181,0.8080,-0.1086,0.88
105.256034,0.5025,1.0835,0.1574,1.20
105.275339,0.6377,1.2241,0.3955,1.44
105.275551,0.7645,1.4146,0.5179,1.69
105.279778,1.0435,1.1675,0.2916,1.59
105.295181,1.2792,0.8873,0.3070,1.59
105.299845,1.4755,0.8457,0.5916,1.80
105.314668,1.2626,0.8919,0.2488,1.57
105.319778,1.3213,0.5779,-0.1443,1.45
105.334095,1.1626,0.5177,0.1989,1.29
105.353482,0.7724,0.6972,0.1747,1.06
105.353675,0.5633,0.6555,0.1498,0.88
105.373315,0.1651,0.8280,0.2566,0.88
105.373473,-0.1463,0.6678,0.3503,0.77
105.392618,-0.1067,0.4336,0.3465,0.57
105.392797,-0.0436,0.0942,0.4057,0.42
105.400180,0.3096,-0.2390,0.3763,0.54
105.413307,0.2681,-0.3756,0.1897,0.50
105.420952,0.5098,-0.6419,0.3591,0.89
105.432718,0.5317,-0.6306,0.6216,1.03
105.452337,0.6070,-0.8221,0.8887,1.35
105.452528,0.4416,-1.1383,0.8741,1.50
105.471865,0.8089,-1.3450,1.0464,1.89
105.472050,0.8527,-1.5195,0.7052,1.88
105.491597,0.9826,-1.7760,0.4664,2.08
105.491811,1.0672,-1.8268,0.2294,2.13
105.500704,1.3408,-1.5843,0.2835,2.09
105.512372,1.0967,-1.3307,0.0741,1.73
105.520724,0.7482,-1.0753,0.0186,1.31
105.531716,0.4432,-0.7942,-0.0604,0.91
105.551113,0.1825,-0.5683,-0.0841,0.60
105.551329,-0.3045,-0.1355,-0.4182,0.53
105.571022,-0.4220,0.0897,-0.8030,0.91
105.571168,-0.3005,-0.1330,-0.9365,0.99
105.590258,0.1725,-0.3388,-0.7491,0.84
105.590915,0.3670,-0.4900,-0.9042,1.09
105.610231,0.4858,-0.4179,-1.0330,1.22
105.610605,0.3186,-0.3257,-0.9972,1.10
105.631798,0.0509,0.1727,-0.9000,0.92
105.651546,0.3651,0.3501,-0.6916,0.86
105.671046,0.3858,0.4388,-0.5575,0.81
105.672022,0.3694,0.3281,-0.4634,0.68
105.690598,0.3826,0.2143,-0.2359,0.50
105.711274,0.5378,0.0384,-0.0900,0.55
105.711382,0.3618,-0.2693,-0.0210,0.45
105.711448,0.5312,-0.6140,0.2794,0.86
105.730457,0.2307,-1.1511,0.2640,1.20
105.750073,0.2696,-1.2212,0.1776,1.26
105.751200,0.4176,-1.3010,0.3720,1.42
105.769472,0.6545,-1.2537,0.6278,1.55
105.770954,0.6686,-1.0761,0.6425,1.42
105.788818,0.4323,-0.7091,0.4116,0.93
105.808130,0.1110,-0.3669,0.1001,0.40
105.827782,-0.0139,0.0054,0.2398,0.24
105.830583,-0.3479,0.1194,-0.5558,0.67
105.839774,-0.5544,0.0866,-0.4805,0.74
105.850292,-0.7312,0.1518,-0.2398,0.78
105.866536,-1.1565,0.3522,-0.4067,1.28
105.869857,-1.2346,0.2955,-0.4669,1.35
105.886447,-0.9994,0.3301,-0.5585,1.19
105.905600,-1.0784,0.2793,-0.6075,1.27
105.905669,-0.4991,-0.1896,-0.3752,0.65
105.924509,-0.4785,-0.2128,-0.4191,0.67
105.925075,-0.5548,-0.2555,-0.4571,0.76
105.944206,-0.7786,-0.1403,-0.5445,0.96
105.944312,-0.8238,-0.0197,-0.6115,1.03
105.964349,-0.8791,0.0050,-0.7845,1.18
105.964502,-1.0670,-0.0491,-0.7655,1.31
105.972168,-1.2184,-0.1967,-0.6263,1.38
105.983558,-1.3338,-0.1762,-0.5238,1.44
105.990796,-1.1067,-0.2459,-0.2547,1.16
106.003920,-1.0145,-0.0580,-0.2203,1.04
106.023143,-0.7360,0.0077,-0.0179,0.74
106.023335,-0.5748,0.1350,0.2128,0.63
106.043070,-0.3256,0.2839,0.5441,0.69
106.043246,-0.3065,0.4519,0.6036,0.81
106.062496,-0.0622,0.4861,0.3813,0.62
106.062665,0.1058,0.5804,0.0471,0.59
106.070552,0.4093,0.5926,-0.0851,0.73
106.082021,0.6151,0.5665,-0.0878,0.84
106.090848,0.6500,0.5442,0.0820,0.85
106.101769,0.5932,0.5275,0.0691,0.80
106.121160,0.8525,0.1464,0.2192,0.89
106.121351,0.7018,0.0446,0.1176,0.71
106.140604,0.3229,0.2469,0.1133,0.42
106.140767,0.2697,0.2296,0.0854,0.36
106.160092,0.1369,1.1769,-0.4475,1.27
106.179802,0.2132,1.4156,-0.6832,1.59
106.190810,0.7622,0.5726,-0.5644,1.11
106.200653,0.7092,0.2843,-0.2892,0.82
106.220270,0.9209,0.1544,0.2787,0.97
106.220417,0.5422,-0.2768,0.3160,0.69
106.239970,1.1356,-0.4268,0.3318,1.26
106.240132,1.1809,-0.6476,-0.0810,1.35
106.259359,1.6116,-0.6587,-0.0813,1.74
106.279523,1.4606,-0.3536,-0.3106,1.53
106.279696,1.2247,0.4580,-0.2819,1.34
106.280245,0.5052,0.9905,-0.6243,1.28
106.289817,0.0972,1.6377,-0.5545,1.73
106.301328,-0.1908,1.8351,-0.5652,1.93
106.319376,-0.0528,1.2708,-0.2927,1.31
106.319992,0.3329,0.8307,-0.1082,0.90
106.338709,0.1652,0.1283,0.1456,0.25
106.340574,0.0722,0.1294,0.0589,0.16
106.357902,0.1430,-0.2596,0.2313,0.38
106.377662,-0.0508,-0.0027,0.1086,0.12
106.377846,-0.2222,0.2234,0.0835,0.33
106.397106,-0.1374,0.3494,-0.0786,0.38
106.397225,-0.6021,0.5070,0.2672,0.83
106.400328,-0.6460,0.8017,0.4576,1.13
106.418734,-0.5257,0.6912,0.6995,1.12
106.420620,-0.5794,0.7455,0.6231,1.13
106.438277,-0.1377,0.6346,1.0111,1.20
106.440410,-0.0898,0.6548,1.0522,1.24
106.457547,0.5896,0.3681,1.2002,1.39
106.476950,0.8221,0.3412,1.0030,1.34
106.477115,1.0145,0.4726,0.9409,1.46
106.496472,1.0434,0.5239,0.8319,1.43
106.496627,0.8069,0.4783,0.5269,1.08
106.499749,0.5151,0.4308,0.1969,0.70
106.517586,0.0647,0.2576,-0.0061,0.27
106.520391,-0.0591,0.2743,-0.0014,0.28
106.536838,-0.3586,0.2558,-0.0211,0.44
106.541116,-0.4606,0.2585,-0.1063,0.54
106.556566,-0.2836,0.1734,-0.1037,0.35
106.560065,-0.3466,0.2278,-0.1898,0.46
106.576006,-0.3280,0.3310,-0.3338,0.57
106.595525,-0.3408,0.4227,-0.5506,0.77
106.595698,-0.3855,0.5407,-0.7533,1.00
106.615169,-0.6131,0.5929,-0.8540,1.21
106.615344,-0.5631,0.5288,-0.5552,0.95
106.620762,-0.4735,0.3436,-0.2940,0.65
106.634674,-0.6474,0.0243,-0.1617,0.67
106.640593,-0.6717,-0.2026,-0.1320,0.71
106.654503,-0.6269,-0.3587,0.1660,0.74
106.660174,-0.6840,-0.2809,0.3000,0.80
106.674041,-0.8753,-0.0243,0.5440,1.03
106.693344,-1.0553,0.1745,0.7205,1.29
106.693509,-1.0986,0.2709,0.7014,1.33
106.713030,-0.9832,0.3467,0.4870,1.15
106.713190,-0.8666,0.3860,0.4312,1.04
106.733127,-0.6125,0.3320,0.2986,0.76
106.733320,-0.3857,0.2463,0.1512,0.48
